"Date","Item Code","Item Desc","Category","Quantity","Total"
"42856.0","49","CHOCOTORTA","Desserts","5.0","375.0"
"42856.0","50","COPA MELBA","Desserts","32.0","2400.0"
"42856.0","152","COSSAB X 1","Tapas","28.0","4060.0"
"42856.0","153","COSSAB X 2","Tapas","37.0","9990.0"
"42856.0","226","CUAD. DE MUZZA","Apetizers","35.0","3500.0"
"42856.0","188","CUADRIL COSSAB","Sandwichs","3.0","435.0"
"42856.0","189","CUDRIL VIKINGO","Sandwichs","5.0","725.0"
"42856.0","23","ESPAÑOLAS PICAN","Fries","21.0","1785.0"
"42856.0","173","G. CALABRESA","Pizzas","5.0","850.0"
"42856.0","178","G. CAPRESSE","Pizzas","4.0","660.0"
"42856.0","179","G. CRUDO Y RUCU","Pizzas","9.0","1620.0"
"42856.0","171","G. FUGAZZETA","Pizzas","1.0","160.0"
"42856.0","175","G. JAMON","Pizzas","2.0","340.0"
"42856.0","180","G. JAMON Y MORR","Pizzas","12.0","2280.0"
"42856.0","177","G. MORRONES","Pizzas","2.0","340.0"
"42856.0","170","G. MUZZA","Pizzas","19.0","2755.0"
"42856.0","172","G. NAPOLITANA","Pizzas","2.0","330.0"
"42856.0","176","G. PROVOLONE","Pizzas","1.0","175.0"
"42856.0","174","G. ROQUEFORT","Pizzas","5.0","850.0"
"42856.0","236","HAMB ALEMANA","Hamburgers","16.0","2000.0"
"42856.0","231","HAMB ARGENTA","Hamburgers","15.0","1875.0"
"42856.0","238","HAMB BRASILERA","Hamburgers","18.0","2250.0"
"42856.0","241","HAMB CALABAZA","Hamburgers","7.0","805.0"
"42856.0","239","HAMB CHARRUA","Hamburgers","6.0","750.0"
"42856.0","230","HAMB COSSAB","Hamburgers","24.0","3000.0"
"42856.0","235","HAMB FRANCESA","Hamburgers","23.0","2875.0"
"42856.0","237","HAMB KANGREBURG","Hamburgers","53.0","6625.0"
"42856.0","243","HAMB LENTEJAS","Hamburgers","10.0","1150.0"
"42856.0","234","HAMB MEXICANA","Hamburgers","21.0","2625.0"
"42856.0","233","HAMB NORMANDA","Hamburgers","21.0","2625.0"
"42856.0","240","HAMB NORTEAMERI","Hamburgers","64.0","8000.0"
"42856.0","244","HAMB QUINOA","Hamburgers","13.0","1495.0"
"42856.0","242","HAMB SUIZA","Hamburgers","33.0","4125.0"
"42856.0","232","HAMB VIKINGA","Hamburgers","46.0","5750.0"
"42856.0","34","MILA DE BERENJE","Entries","6.0","780.0"
"42856.0","46","NACHOS","Apetizers","20.0","1700.0"
"42856.0","32","PANCHO ALEMAN","Sausages","4.0","500.0"
"42856.0","31","PANCHO PORTENO","Sausages","3.0","330.0"
"42856.0","33","PANCHO YANKI","Sausages","2.0","270.0"
"42856.0","24","PAPAS 4 QUESOS","Fries","71.0","6745.0"
"42856.0","26","PAPAS BARBACOA","Fries","18.0","1710.0"
"42856.0","28","PAPAS CHEDDAR","Fries","103.0","9785.0"
"42856.0","22","PAPAS FRITAS","Fries","46.0","3220.0"
"42856.0","25","PAPAS RUSTICAS","Fries","71.0","6745.0"
"42856.0","190","POLLO BELGA","Sandwichs","9.0","1170.0"
"42856.0","187","POLLO COSSAB","Sandwichs","6.0","780.0"
"42856.0","159","QUESOS X 1","Tapas","9.0","1260.0"
"42856.0","160","QUESOS X 2","Tapas","1.0","260.0"
"42856.0","54","RABAS","Apetizers","29.0","5510.0"
"42856.0","56","RABAS C/SALSAS","Apetizers","7.0","1505.0"
"42856.0","55","RABAS PROV","Apetizers","10.0","2000.0"
"42856.0","40","SALCH ALEMANA","Sausages","21.0","2940.0"
"42856.0","42","SALCH DIABLO","Sausages","23.0","3450.0"
"42856.0","27","SALCHIPAPAS BEL","Fries","55.0","7150.0"
"42856.0","191","SANWUCHE BERNA","Sandwichs","16.0","1760.0"
"42856.0","60","SUPER MILANESA","Entries","7.0","945.0"
"42856.0","45","TABLA BRATWURST","Sausages","8.0","3120.0"
"42856.0","82","TAPEO X2","Tapas","140.0","36400.0"
"42856.0","57","TIRITAS POLL","Apetizers","31.0","3100.0"
